ID,TotalDollarValueTraded,TotalUnitsTraded,LargestSingleTransaction,SmallestSingleTransaction,PercentChangeCalculation,DaysSinceLastLogin,DaysSinceLastTrade,NetRealizedGains_YTD,NetRealizedLosses_YTD
1662,20832.08,117,10416.04,1041.604,29.25,2,7,1041.604,0
1663,21642.16,87,10821.08,1082.108,21.75,2,7,0,1082.108
1664,13351.34,8,6675.67,667.567,2,4,5,667.567,0
1665,490.05,15,122.5125,12.25125,2.25,4,10,0,12.25125
1666,28702.87,60,14351.435,1435.1435,15,4,8,0,1435.1435
1667,24242.42,5,12121.21,1212.121,1.25,5,5,1212.121,0
1668,28822.88,97,14411.44,1441.144,24.25,3,7,1441.144,0
1669,29932.99,40,14966.495,1496.6495,10,5,6,0,1496.6495
1670,29112.91,9,14556.455,1455.6455,2.25,3,8,1455.6455,0
1671,13471.35,40,6735.675,673.5675,10,4,7,0,673.5675
1672,23502.35,10,11751.175,1175.1175,2.5,5,6,1175.1175,0
1673,16141.61,126,8070.805,807.0805,31.5,3,10,0,807.0805
1674,16021.6,114,8010.8,801.08,28.5,1,9,0,801.08
1675,7740.77,6,1935.1925,193.51925,0.9,5,19,0,387.0385
1676,21332.13,87,10666.065,1066.6065,21.75,4,9,1066.6065,0
1677,870.09,11,217.5225,21.75225,1.65,1,15,0,21.75225
1678,18021.8,136,9010.9,901.09,34,4,6,901.09,0
1679,8090.81,13,2022.7025,202.27025,1.95,1,15,0,404.5405
1680,23562.36,206,11781.18,1178.118,51.5,5,5,0,1178.118
1681,12451.25,46,6225.625,622.5625,11.5,1,7,0,622.5625
1682,26522.65,32,13261.325,1326.1325,8,2,6,0,1326.1325
1683,20222.02,13,10111.01,1011.101,3.25,2,8,0,1011.101
1684,9380.94,38,2345.235,234.5235,5.7,1,14,0,234.5235
1685,9650.97,6,2412.7425,241.27425,0.9,1,11,0,241.27425
1686,17441.74,49,8720.87,872.087,12.25,4,10,872.087,0
1687,22392.24,178,11196.12,1119.612,44.5,1,8,1119.612,0
1688,11541.15,22,5770.575,577.0575,5.5,5,10,577.0575,0
1689,14831.48,25,7415.74,741.574,6.25,4,10,741.574,0
1690,20452.05,39,10226.025,1022.6025,9.75,1,7,1022.6025,0
1691,29442.94,104,14721.47,1472.147,26,1,7,1472.147,0
1692,22382.24,40,11191.12,1119.112,10,1,5,0,1119.112
1693,16041.6,10,8020.8,802.08,2.5,4,10,802.08,0
1694,3750.38,11,937.595,93.7595,1.65,3,20,0,187.519
1695,25532.55,179,12766.275,1276.6275,44.75,1,6,0,1276.6275
1696,27972.8,58,13986.4,1398.64,14.5,5,6,0,1398.64
1697,22792.28,20,11396.14,1139.614,5,5,7,0,1139.614
1698,29862.99,52,14931.495,1493.1495,13,2,6,0,1493.1495
1699,27722.77,57,13861.385,1386.1385,14.25,2,9,1386.1385,0
1700,3040.3,44,760.075,76.0075,6.6,4,12,0,76.0075
1701,22152.22,34,11076.11,1107.611,8.5,4,8,1107.611,0
1702,22662.27,27,11331.135,1133.1135,6.75,2,6,1133.1135,0
1703,6110.61,58,1527.6525,152.76525,8.7,2,13,0,152.76525
1704,26992.7,13,13496.35,1349.635,3.25,4,10,1349.635,0
1705,22472.25,28,11236.125,1123.6125,7,4,5,1123.6125,0
1706,13051.31,36,6525.655,652.5655,9,3,6,0,652.5655
1707,29922.99,8,14961.495,1496.1495,2,4,9,0,1496.1495
1708,27422.74,23,13711.37,1371.137,5.75,3,10,0,1371.137
1709,11961.2,25,5980.6,598.06,6.25,2,5,0,598.06
1710,16011.6,10,8005.8,800.58,2.5,2,8,0,800.58
1711,10361.04,57,5180.52,518.052,14.25,1,5,0,518.052
1712,29432.94,10,14716.47,1471.647,2.5,4,5,1471.647,0
1713,11911.19,95,5955.595,595.5595,23.75,1,9,595.5595,0
1714,290.03,22,72.5075,7.25075,3.3,5,15,0,14.5015
1715,25942.59,32,12971.295,1297.1295,8,2,7,0,1297.1295
1716,5520.55,17,1380.1375,138.01375,2.55,5,19,0,276.0275
1717,29642.96,90,14821.48,1482.148,22.5,4,5,0,1482.148
1718,15251.53,70,7625.765,762.5765,17.5,3,8,0,762.5765
1719,5830.58,63,1457.645,145.7645,9.45,1,15,0,145.7645
1720,6080.61,30,1520.1525,152.01525,4.5,3,12,0,152.01525
1721,17581.76,8,8790.88,879.088,2,1,7,879.088,0
1722,13561.36,144,6780.68,678.068,36,4,10,0,678.068
1723,10911.09,93,5455.545,545.5545,23.25,5,8,545.5545,0
1724,22482.25,151,11241.125,1124.1125,37.75,3,10,0,1124.1125
1725,15701.57,8,7850.785,785.0785,2,4,7,785.0785,0
1726,13721.37,11,6860.685,686.0685,2.75,3,8,686.0685,0
1727,25182.52,252,12591.26,1259.126,63,4,7,0,1259.126
1728,3930.39,26,982.5975,98.25975,3.9,3,18,0,196.5195
1729,17481.75,39,8740.875,874.0875,9.75,1,5,874.0875,0
1730,5720.57,25,1430.1425,143.01425,3.75,3,13,0,143.01425
1731,22872.29,103,11436.145,1143.6145,25.75,1,6,1143.6145,0
1732,4980.5,258,1245.125,124.5125,38.7,2,18,0,249.025
1733,20412.04,80,10206.02,1020.602,20,4,9,0,1020.602
1734,12341.23,7,6170.615,617.0615,1.75,3,8,617.0615,0
1735,8740.87,22,2185.2175,218.52175,3.3,4,14,0,218.52175
1736,21942.19,256,10971.095,1097.1095,64,3,6,1097.1095,0
1737,28422.84,113,14211.42,1421.142,28.25,3,5,1421.142,0
1738,1520.15,29,380.0375,38.00375,4.35,1,14,0,38.00375
1739,18971.9,104,9485.95,948.595,26,1,5,948.595,0
1740,18941.89,25,9470.945,947.0945,6.25,1,6,0,947.0945
1741,26402.64,17,13201.32,1320.132,4.25,5,5,1320.132,0
1742,690.07,112,172.5175,17.25175,16.8,3,10,0,17.25175
1743,19241.92,118,9620.96,962.096,29.5,3,5,962.096,0
1744,17011.7,27,8505.85,850.585,6.75,4,5,0,850.585
1745,10871.09,32,5435.545,543.5545,8,1,6,543.5545,0
1746,21872.19,192,10936.095,1093.6095,48,5,10,1093.6095,0
1747,8650.87,77,2162.7175,216.27175,11.55,4,15,0,216.27175
1748,20862.09,19,10431.045,1043.1045,4.75,1,5,1043.1045,0
1749,15321.53,6,7660.765,766.0765,1.5,4,10,0,766.0765
1750,17491.75,106,8745.875,874.5875,26.5,1,10,0,874.5875
1751,8580.86,37,2145.215,214.5215,5.55,3,17,0,429.043
1752,11141.11,12,5570.555,557.0555,3,1,7,557.0555,0
1753,2400.24,50,600.06,60.006,7.5,1,19,0,120.012
1754,0,0,0,0,0,0,0,0,0
1755,9900.99,8,2475.2475,247.52475,1.2,5,12,0,247.52475
1756,5590.56,23,1397.64,139.764,3.45,5,12,0,139.764
1757,0,0,0,0,0,0,0,0,0
1758,2840.28,24,710.07,71.007,3.6,1,12,0,71.007
1759,22462.25,43,11231.125,1123.1125,10.75,2,10,1123.1125,0
1760,1030.1,83,257.525,25.7525,12.45,1,15,0,25.7525
1761,3760.38,5,940.095,94.0095,0.75,5,16,0,188.019
1762,20892.09,106,10446.045,1044.6045,26.5,5,7,0,1044.6045
1763,22202.22,82,11101.11,1110.111,20.5,4,8,0,1110.111
1764,11721.17,5,5860.585,586.0585,1.25,4,9,0,586.0585
1765,8560.86,99,2140.215,214.0215,14.85,3,14,0,214.0215
1766,14001.4,9,7000.7,700.07,2.25,4,10,0,700.07
1767,28452.85,106,14226.425,1422.6425,26.5,5,10,0,1422.6425
1768,13961.4,96,6980.7,698.07,24,2,7,0,698.07
1769,21002.1,6,10501.05,1050.105,1.5,5,9,0,1050.105
1770,29492.95,13,14746.475,1474.6475,3.25,2,7,1474.6475,0
1771,3670.37,25,917.5925,91.75925,3.75,1,20,0,183.5185
1772,5030.5,76,1257.625,125.7625,11.4,3,15,0,125.7625
1773,21412.14,85,10706.07,1070.607,21.25,5,8,0,1070.607
1774,3010.3,37,752.575,75.2575,5.55,2,11,0,75.2575
1775,20922.09,9,10461.045,1046.1045,2.25,4,5,1046.1045,0
1776,3300.33,40,825.0825,82.50825,6,3,20,0,165.0165
1777,18601.86,8,9300.93,930.093,2,3,6,930.093,0
1778,20832.08,117,10416.04,1041.604,29.25,4,7,1041.604,0
1779,21642.16,87,10821.08,1082.108,21.75,4,9,1082.108,0
1780,13351.34,8,6675.67,667.567,2,4,10,667.567,0
1781,490.05,15,122.5125,12.25125,2.25,3,10,0,12.25125
1782,28702.87,60,14351.435,1435.1435,15,4,9,0,1435.1435
1783,24242.42,5,12121.21,1212.121,1.25,3,5,0,1212.121
1784,28822.88,97,14411.44,1441.144,24.25,3,8,0,1441.144
1785,29932.99,40,14966.495,1496.6495,10,1,7,1496.6495,0
1786,29112.91,9,14556.455,1455.6455,2.25,1,9,1455.6455,0
1787,13471.35,40,6735.675,673.5675,10,2,7,673.5675,0
1788,23502.35,10,11751.175,1175.1175,2.5,4,7,1175.1175,0
1789,16141.61,126,8070.805,807.0805,31.5,5,10,807.0805,0
1790,16021.6,114,8010.8,801.08,28.5,3,5,801.08,0
1791,7740.77,6,1935.1925,193.51925,0.9,2,15,0,387.0385
1792,21332.13,87,10666.065,1066.6065,21.75,1,5,0,1066.6065
1793,870.09,11,217.5225,21.75225,1.65,1,17,0,43.5045
1794,18021.8,136,9010.9,901.09,34,5,6,0,901.09
1795,8090.81,13,2022.7025,202.27025,1.95,2,11,0,202.27025
1796,23562.36,206,11781.18,1178.118,51.5,5,7,0,1178.118
1797,2800.28,11,700.07,70.007,1.65,5,16,0,140.014
1798,12451.25,46,6225.625,622.5625,11.5,2,7,0,622.5625
1799,26522.65,32,13261.325,1326.1325,8,3,7,1326.1325,0
1800,20222.02,13,10111.01,1011.101,3.25,5,5,1011.101,0
1801,9380.94,38,2345.235,234.5235,5.7,1,18,0,469.047
1802,9650.97,6,2412.7425,241.27425,0.9,4,12,0,241.27425
1803,17441.74,49,8720.87,872.087,12.25,4,8,872.087,0
1804,22392.24,178,11196.12,1119.612,44.5,5,9,0,1119.612
1805,11541.15,22,5770.575,577.0575,5.5,5,5,577.0575,0
1806,14831.48,25,7415.74,741.574,6.25,1,5,741.574,0
1807,20452.05,39,10226.025,1022.6025,9.75,5,9,1022.6025,0
1808,29442.94,104,14721.47,1472.147,26,5,10,0,1472.147
1809,22382.24,40,11191.12,1119.112,10,3,5,1119.112,0
1810,16041.6,10,8020.8,802.08,2.5,3,7,0,802.08
1811,3750.38,11,937.595,93.7595,1.65,2,13,0,93.7595
1812,25532.55,179,12766.275,1276.6275,44.75,2,7,1276.6275,0
1813,27972.8,58,13986.4,1398.64,14.5,1,8,1398.64,0
1814,22792.28,20,11396.14,1139.614,5,5,8,0,1139.614
1815,29862.99,52,14931.495,1493.1495,13,2,8,0,1493.1495
1816,27722.77,57,13861.385,1386.1385,14.25,3,9,1386.1385,0
1817,3040.3,44,760.075,76.0075,6.6,3,19,0,152.015
1818,22152.22,34,11076.11,1107.611,8.5,1,7,0,1107.611
1819,22662.27,27,11331.135,1133.1135,6.75,1,10,1133.1135,0
1820,6110.61,58,1527.6525,152.76525,8.7,5,15,0,152.76525
1821,26992.7,13,13496.35,1349.635,3.25,2,6,1349.635,0
1822,22472.25,28,11236.125,1123.6125,7,4,9,0,1123.6125
1823,13051.31,36,6525.655,652.5655,9,5,5,652.5655,0
1824,29922.99,8,14961.495,1496.1495,2,1,10,1496.1495,0
1825,27422.74,23,13711.37,1371.137,5.75,2,8,0,1371.137
1826,11961.2,25,5980.6,598.06,6.25,1,8,598.06,0
1827,16011.6,10,8005.8,800.58,2.5,4,7,0,800.58
1828,10361.04,57,5180.52,518.052,14.25,1,5,0,518.052
1829,29432.94,10,14716.47,1471.647,2.5,3,5,0,1471.647
1830,11911.19,95,5955.595,595.5595,23.75,1,8,0,595.5595
1831,290.03,22,72.5075,7.25075,3.3,4,20,0,14.5015
1832,25942.59,32,12971.295,1297.1295,8,1,10,0,1297.1295
1833,5520.55,17,1380.1375,138.01375,2.55,5,12,0,138.01375
1834,29642.96,90,14821.48,1482.148,22.5,1,5,0,1482.148
1835,15251.53,70,7625.765,762.5765,17.5,5,10,762.5765,0
1836,5830.58,63,1457.645,145.7645,9.45,4,13,0,145.7645
1837,6080.61,30,1520.1525,152.01525,4.5,3,10,0,152.01525
1838,17581.76,8,8790.88,879.088,2,1,7,0,879.088
1839,13561.36,144,6780.68,678.068,36,1,7,0,678.068
1840,10911.09,93,5455.545,545.5545,23.25,5,5,545.5545,0
1841,22482.25,151,11241.125,1124.1125,37.75,5,7,1124.1125,0
1842,15701.57,8,7850.785,785.0785,2,1,10,0,785.0785
1843,13721.37,11,6860.685,686.0685,2.75,2,10,686.0685,0
1844,25182.52,252,12591.26,1259.126,63,5,8,1259.126,0
1845,3930.39,26,982.5975,98.25975,3.9,1,10,0,98.25975
1846,17481.75,39,8740.875,874.0875,9.75,3,6,874.0875,0
1847,22872.29,103,11436.145,1143.6145,25.75,5,8,1143.6145,0
1848,4980.5,258,1245.125,124.5125,38.7,4,14,0,124.5125
1849,14941.49,149,7470.745,747.0745,37.25,5,10,0,747.0745
1850,20412.04,80,10206.02,1020.602,20,5,6,0,1020.602
1851,12341.23,7,6170.615,617.0615,1.75,3,7,0,617.0615
1852,8740.87,22,2185.2175,218.52175,3.3,4,10,0,218.52175
1853,21942.19,256,10971.095,1097.1095,64,3,6,1097.1095,0
1854,28422.84,113,14211.42,1421.142,28.25,3,7,1421.142,0
1855,1520.15,29,380.0375,38.00375,4.35,2,11,0,38.00375
1856,18971.9,104,9485.95,948.595,26,1,9,948.595,0
1857,18941.89,25,9470.945,947.0945,6.25,3,10,947.0945,0
1858,26402.64,17,13201.32,1320.132,4.25,2,10,0,1320.132
1859,690.07,112,172.5175,17.25175,16.8,3,17,0,34.5035
1860,19241.92,118,9620.96,962.096,29.5,2,5,0,962.096
1861,17011.7,27,8505.85,850.585,6.75,2,9,0,850.585
1862,10871.09,32,5435.545,543.5545,8,4,6,543.5545,0
1863,21872.19,192,10936.095,1093.6095,48,4,10,1093.6095,0
1864,8650.87,77,2162.7175,216.27175,11.55,1,19,0,432.5435
1865,20862.09,19,10431.045,1043.1045,4.75,5,7,1043.1045,0
1866,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765,0
1867,17491.75,106,8745.875,874.5875,26.5,1,7,0,874.5875
1868,8580.86,37,2145.215,214.5215,5.55,4,15,0,429.043
1869,11141.11,12,5570.555,557.0555,3,1,8,0,557.0555
1870,2400.24,50,600.06,60.006,7.5,5,15,0,120.012
1871,9900.99,8,2475.2475,247.52475,1.2,4,20,0,495.0495
1872,5590.56,23,1397.64,139.764,3.45,3,13,0,139.764
1873,0,0,0,0,0,0,0,0,0
1874,2840.28,24,710.07,71.007,3.6,3,19,0,142.014
1875,22462.25,43,11231.125,1123.1125,10.75,2,5,1123.1125,0
1876,1030.1,83,257.525,25.7525,12.45,4,15,0,51.505
1877,3760.38,5,940.095,94.0095,0.75,2,17,0,188.019
1878,20892.09,106,10446.045,1044.6045,26.5,3,10,0,1044.6045
1879,22202.22,82,11101.11,1110.111,20.5,5,9,1110.111,0
1880,11721.17,5,5860.585,586.0585,1.25,2,7,586.0585,0
1881,8560.86,99,2140.215,214.0215,14.85,1,17,0,428.043
1882,14001.4,9,7000.7,700.07,2.25,5,5,0,700.07
1883,28452.85,106,14226.425,1422.6425,26.5,2,9,1422.6425,0
1884,13961.4,96,6980.7,698.07,24,3,10,0,698.07
1885,21002.1,6,10501.05,1050.105,1.5,2,5,1050.105,0
1886,29492.95,13,14746.475,1474.6475,3.25,4,8,1474.6475,0
1887,3670.37,25,917.5925,91.75925,3.75,1,12,0,91.75925
1888,5030.5,76,1257.625,125.7625,11.4,2,11,0,125.7625
1889,21412.14,85,10706.07,1070.607,21.25,5,6,0,1070.607
1890,3010.3,37,752.575,75.2575,5.55,2,15,0,150.515
1891,20922.09,9,10461.045,1046.1045,2.25,4,9,1046.1045,0
1892,3300.33,40,825.0825,82.50825,6,4,11,0,82.50825
1893,18601.86,8,9300.93,930.093,2,5,9,0,930.093
1894,20832.08,117,10416.04,1041.604,29.25,1,6,1041.604,0
1895,21642.16,87,10821.08,1082.108,21.75,5,7,0,1082.108
1896,13351.34,8,6675.67,667.567,2,1,10,0,667.567
1897,490.05,15,122.5125,12.25125,2.25,4,15,0,24.5025
1898,28702.87,60,14351.435,1435.1435,15,3,6,1435.1435,0
1899,24242.42,5,12121.21,1212.121,1.25,2,9,0,1212.121
1900,28822.88,97,14411.44,1441.144,24.25,2,10,1441.144,0
1901,29932.99,40,14966.495,1496.6495,10,1,9,0,1496.6495
1902,29112.91,9,14556.455,1455.6455,2.25,5,7,0,1455.6455
1903,13471.35,40,6735.675,673.5675,10,2,6,673.5675,0
1904,23502.35,10,11751.175,1175.1175,2.5,2,10,1175.1175,0
1905,16141.61,126,8070.805,807.0805,31.5,3,8,807.0805,0
1906,16021.6,114,8010.8,801.08,28.5,1,10,0,801.08
1907,7740.77,6,1935.1925,193.51925,0.9,2,15,0,387.0385
1908,21332.13,87,10666.065,1066.6065,21.75,5,9,1066.6065,0
1909,870.09,11,217.5225,21.75225,1.65,2,19,0,43.5045
1910,18021.8,136,9010.9,901.09,34,4,9,901.09,0
1911,8090.81,13,2022.7025,202.27025,1.95,1,14,0,202.27025
1912,23562.36,206,11781.18,1178.118,51.5,3,5,1178.118,0
1913,12451.25,46,6225.625,622.5625,11.5,1,7,0,622.5625
1914,26522.65,32,13261.325,1326.1325,8,5,9,1326.1325,0
1915,20222.02,13,10111.01,1011.101,3.25,4,9,0,1011.101
1916,9380.94,38,2345.235,234.5235,5.7,5,15,0,234.5235
1917,9650.97,6,2412.7425,241.27425,0.9,2,18,0,482.5485
1918,17441.74,49,8720.87,872.087,12.25,1,7,0,872.087
1919,22392.24,178,11196.12,1119.612,44.5,3,9,1119.612,0
1920,11541.15,22,5770.575,577.0575,5.5,5,7,0,577.0575
1921,14831.48,25,7415.74,741.574,6.25,3,5,0,741.574
1922,20452.05,39,10226.025,1022.6025,9.75,1,8,0,1022.6025
1923,29442.94,104,14721.47,1472.147,26,1,10,1472.147,0
1924,22382.24,40,11191.12,1119.112,10,5,10,1119.112,0
1925,16041.6,10,8020.8,802.08,2.5,4,8,0,802.08
1926,3750.38,11,937.595,93.7595,1.65,2,18,0,187.519
1927,25532.55,179,12766.275,1276.6275,44.75,4,6,1276.6275,0
1928,27972.8,58,13986.4,1398.64,14.5,3,5,0,1398.64
1929,22792.28,20,11396.14,1139.614,5,1,10,0,1139.614
1930,29862.99,52,14931.495,1493.1495,13,2,7,1493.1495,0
1931,27722.77,57,13861.385,1386.1385,14.25,3,9,1386.1385,0
1932,3040.3,44,760.075,76.0075,6.6,1,18,0,152.015
1933,22152.22,34,11076.11,1107.611,8.5,5,6,1107.611,0
1934,22662.27,27,11331.135,1133.1135,6.75,1,9,0,1133.1135
1935,6110.61,58,1527.6525,152.76525,8.7,5,13,0,152.76525
1936,26992.7,13,13496.35,1349.635,3.25,5,6,0,1349.635
1937,22472.25,28,11236.125,1123.6125,7,3,9,0,1123.6125
1938,13051.31,36,6525.655,652.5655,9,1,6,652.5655,0
1939,29922.99,8,14961.495,1496.1495,2,3,9,0,1496.1495
1940,27422.74,23,13711.37,1371.137,5.75,2,5,1371.137,0
1941,11961.2,25,5980.6,598.06,6.25,1,7,0,598.06
1942,16011.6,10,8005.8,800.58,2.5,1,6,800.58,0
1943,10361.04,57,5180.52,518.052,14.25,2,9,518.052,0
1944,29432.94,10,14716.47,1471.647,2.5,2,5,0,1471.647
1945,11911.19,95,5955.595,595.5595,23.75,4,9,0,595.5595
1946,290.03,22,72.5075,7.25075,3.3,1,15,0,14.5015
1947,25942.59,32,12971.295,1297.1295,8,5,5,0,1297.1295
1948,29642.96,90,14821.48,1482.148,22.5,1,8,0,1482.148
1949,15251.53,70,7625.765,762.5765,17.5,4,9,762.5765,0
1950,5830.58,63,1457.645,145.7645,9.45,2,16,0,291.529
1951,6080.61,30,1520.1525,152.01525,4.5,1,15,0,304.0305
1952,17581.76,8,8790.88,879.088,2,2,5,879.088,0
1953,13561.36,144,6780.68,678.068,36,3,7,678.068,0
1954,10911.09,93,5455.545,545.5545,23.25,2,10,545.5545,0
1955,22482.25,151,11241.125,1124.1125,37.75,2,8,0,1124.1125
1956,15701.57,8,7850.785,785.0785,2,3,7,785.0785,0
1957,13721.37,11,6860.685,686.0685,2.75,5,8,0,686.0685
1958,25182.52,252,12591.26,1259.126,63,5,9,0,1259.126
1959,3930.39,26,982.5975,98.25975,3.9,1,16,0,196.5195
1960,17481.75,39,8740.875,874.0875,9.75,2,10,0,874.0875
1961,22872.29,103,11436.145,1143.6145,25.75,4,5,1143.6145,0
1962,4980.5,258,1245.125,124.5125,38.7,1,20,0,249.025
1963,20412.04,80,10206.02,1020.602,20,1,10,0,1020.602
1964,4790.48,91,1197.62,119.762,13.65,4,13,0,119.762
1965,3280.33,11,820.0825,82.00825,1.65,4,19,0,164.0165
1966,12341.23,7,6170.615,617.0615,1.75,2,5,617.0615,0
1967,12371.24,163,6185.62,618.562,40.75,2,10,618.562,0
1968,8740.87,22,2185.2175,218.52175,3.3,3,19,0,437.0435
1969,21942.19,256,10971.095,1097.1095,64,1,9,1097.1095,0
1970,28422.84,113,14211.42,1421.142,28.25,4,8,0,1421.142
1971,24702.47,73,12351.235,1235.1235,18.25,5,8,0,1235.1235
1972,4790.48,91,1197.62,119.762,13.65,1,17,0,239.524
1973,3280.33,11,820.0825,82.00825,1.65,5,14,0,82.00825
1974,1520.15,29,380.0375,38.00375,4.35,1,20,0,76.0075
1975,18971.9,104,9485.95,948.595,26,4,9,948.595,0
1976,18941.89,25,9470.945,947.0945,6.25,5,8,947.0945,0
1977,26402.64,17,13201.32,1320.132,4.25,4,7,1320.132,0
1978,12371.24,163,6185.62,618.562,40.75,1,8,618.562,0
1979,24702.47,73,12351.235,1235.1235,18.25,2,10,1235.1235,0
1980,4790.48,91,1197.62,119.762,13.65,4,19,0,239.524
1981,3280.33,11,820.0825,82.00825,1.65,4,11,0,82.00825
1982,1710.17,116,427.5425,42.75425,17.4,4,16,0,85.5085
1983,690.07,112,172.5175,17.25175,16.8,1,16,0,34.5035
1984,19241.92,118,9620.96,962.096,29.5,3,6,0,962.096
1985,17011.7,27,8505.85,850.585,6.75,4,9,850.585,0
1986,12371.24,163,6185.62,618.562,40.75,3,7,618.562,0
1987,10871.09,32,5435.545,543.5545,8,2,6,543.5545,0
1988,21872.19,192,10936.095,1093.6095,48,3,8,0,1093.6095
1989,24702.47,73,12351.235,1235.1235,18.25,3,5,1235.1235,0
1990,8650.87,77,2162.7175,216.27175,11.55,4,19,0,432.5435
1991,4790.48,91,1197.62,119.762,13.65,2,20,0,239.524
1992,3280.33,11,820.0825,82.00825,1.65,5,14,0,82.00825
1993,4790.48,91,1197.62,119.762,13.65,4,11,0,119.762
1994,20862.09,19,10431.045,1043.1045,4.75,4,10,0,1043.1045
1995,3280.33,11,820.0825,82.00825,1.65,5,17,0,164.0165
1996,12371.24,163,6185.62,618.562,40.75,2,6,618.562,0
1997,15321.53,6,7660.765,766.0765,1.5,3,10,766.0765,0
1998,24702.47,73,12351.235,1235.1235,18.25,3,10,0,1235.1235
1999,4790.48,91,1197.62,119.762,13.65,2,17,0,239.524
2000,17491.75,106,8745.875,874.5875,26.5,2,10,0,874.5875
2001,8580.86,37,2145.215,214.5215,5.55,3,10,0,214.5215
2002,3280.33,11,820.0825,82.00825,1.65,1,18,0,164.0165
2003,11141.11,12,5570.555,557.0555,3,4,10,0,557.0555
2004,2400.24,50,600.06,60.006,7.5,4,16,0,120.012
2005,12371.24,163,6185.62,618.562,40.75,2,5,618.562,0
2006,24702.47,73,12351.235,1235.1235,18.25,3,5,1235.1235,0
2007,4790.48,91,1197.62,119.762,13.65,5,20,0,239.524
2008,3280.33,11,820.0825,82.00825,1.65,5,12,0,82.00825
2009,12371.24,163,6185.62,618.562,40.75,1,10,618.562,0
2010,9900.99,8,2475.2475,247.52475,1.2,2,18,0,495.0495
2011,24702.47,73,12351.235,1235.1235,18.25,4,5,1235.1235,0
2012,4790.48,91,1197.62,119.762,13.65,1,16,0,239.524
2013,3280.33,11,820.0825,82.00825,1.65,2,19,0,164.0165
2014,5590.56,23,1397.64,139.764,3.45,2,19,0,279.528
2015,0,0,0,0,0,0,0,0,0
2016,2840.28,24,710.07,71.007,3.6,4,11,0,71.007
2017,12371.24,163,6185.62,618.562,40.75,2,10,0,618.562
2018,22462.25,43,11231.125,1123.1125,10.75,5,8,1123.1125,0
2019,1030.1,83,257.525,25.7525,12.45,4,14,0,25.7525
2020,3760.38,5,940.095,94.0095,0.75,4,14,0,94.0095
2021,20892.09,106,10446.045,1044.6045,26.5,5,8,0,1044.6045
2022,22202.22,82,11101.11,1110.111,20.5,4,7,0,1110.111
2023,11721.17,5,5860.585,586.0585,1.25,2,9,0,586.0585
2024,8560.86,99,2140.215,214.0215,14.85,5,15,0,214.0215
2025,14001.4,9,7000.7,700.07,2.25,1,5,0,700.07
2026,28452.85,106,14226.425,1422.6425,26.5,2,8,0,1422.6425
2027,13961.4,96,6980.7,698.07,24,2,7,698.07,0
2028,21002.1,6,10501.05,1050.105,1.5,5,6,1050.105,0
2029,29492.95,13,14746.475,1474.6475,3.25,1,8,0,1474.6475
2030,3670.37,25,917.5925,91.75925,3.75,2,16,0,183.5185
2031,5030.5,76,1257.625,125.7625,11.4,3,19,0,251.525
2032,21412.14,85,10706.07,1070.607,21.25,1,7,1070.607,0
2033,3010.3,37,752.575,75.2575,5.55,5,13,0,75.2575
2034,20922.09,9,10461.045,1046.1045,2.25,3,10,1046.1045,0
2035,3300.33,40,825.0825,82.50825,6,3,11,0,82.50825
2036,18601.86,8,9300.93,930.093,2,5,8,0,930.093
2037,20832.08,117,10416.04,1041.604,29.25,2,9,1041.604,0
2038,21642.16,87,10821.08,1082.108,21.75,3,5,1082.108,0
2039,13351.34,8,6675.67,667.567,2,1,9,0,667.567
2040,490.05,15,122.5125,12.25125,2.25,1,15,0,12.25125
2041,28702.87,60,14351.435,1435.1435,15,2,9,0,1435.1435
2042,24242.42,5,12121.21,1212.121,1.25,3,8,1212.121,0
2043,28822.88,97,14411.44,1441.144,24.25,5,10,0,1441.144
2044,29932.99,40,14966.495,1496.6495,10,3,8,1496.6495,0
2045,29112.91,9,14556.455,1455.6455,2.25,3,7,1455.6455,0
2046,13471.35,40,6735.675,673.5675,10,5,10,0,673.5675
2047,23502.35,10,11751.175,1175.1175,2.5,1,9,0,1175.1175
2048,16141.61,126,8070.805,807.0805,31.5,5,8,807.0805,0
2049,16021.6,114,8010.8,801.08,28.5,1,8,0,801.08
2050,7740.77,6,1935.1925,193.51925,0.9,3,10,0,193.51925
2051,21332.13,87,10666.065,1066.6065,21.75,3,5,1066.6065,0
2052,870.09,11,217.5225,21.75225,1.65,2,14,0,21.75225
2053,18021.8,136,9010.9,901.09,34,4,9,901.09,0
2054,8090.81,13,2022.7025,202.27025,1.95,1,17,0,404.5405
2055,6890.69,6,1722.6725,172.26725,0.9,5,20,0,344.5345
2056,29782.98,45,14891.49,1489.149,11.25,2,7,0,1489.149
2057,24812.48,22,12406.24,1240.624,5.5,1,5,1240.624,0
2058,2500.25,28,625.0625,62.50625,4.2,1,11,0,62.50625
2059,26132.61,32,13066.305,1306.6305,8,4,9,1306.6305,0
2060,5030.5,23,1257.625,125.7625,3.45,2,14,0,125.7625
2061,370.04,28,92.51,9.251,4.2,2,15,0,9.251
2062,22172.22,13,11086.11,1108.611,3.25,5,7,1108.611,0
2063,28922.89,45,14461.445,1446.1445,11.25,2,5,0,1446.1445
2064,26492.65,12,13246.325,1324.6325,3,4,8,0,1324.6325
